,survived,age,sibsp,parch,fare,male,Q,S,2.0,3.0
328,0.0,34.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
329,1.0,36.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
330,0.0,57.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
331,0.0,18.0,0.0,0.0,11.5,1.0,0.0,1.0,1.0,0.0
332,0.0,23.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
333,1.0,36.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
334,0.0,28.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
335,0.0,51.0,0.0,0.0,12.525,1.0,0.0,1.0,1.0,0.0
336,1.0,32.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
337,1.0,19.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
338,0.0,28.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
339,1.0,1.0,2.0,1.0,39.0,1.0,0.0,1.0,1.0,0.0
340,1.0,4.0,2.0,1.0,39.0,0.0,0.0,1.0,1.0,0.0
341,1.0,12.0,2.0,1.0,39.0,0.0,0.0,1.0,1.0,0.0
342,1.0,36.0,0.0,3.0,39.0,0.0,0.0,1.0,1.0,0.0
343,1.0,34.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
344,1.0,19.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
345,0.0,23.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
346,0.0,26.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
347,0.0,42.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
348,0.0,27.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
349,1.0,24.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
350,1.0,15.0,0.0,2.0,39.0,0.0,0.0,1.0,1.0,0.0
351,0.0,60.0,1.0,1.0,39.0,1.0,0.0,1.0,1.0,0.0
352,1.0,40.0,1.0,1.0,39.0,0.0,0.0,1.0,1.0,0.0
353,1.0,20.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
354,0.0,25.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
355,1.0,36.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
356,0.0,25.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
357,0.0,42.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
358,1.0,42.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
359,1.0,0.8333,0.0,2.0,29.0,1.0,0.0,1.0,1.0,0.0
360,1.0,26.0,1.0,1.0,29.0,1.0,0.0,1.0,1.0,0.0
361,1.0,22.0,1.0,1.0,29.0,0.0,0.0,1.0,1.0,0.0
362,1.0,35.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0
363,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
364,0.0,19.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
365,0.0,44.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
366,0.0,54.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
367,0.0,52.0,0.0,0.0,13.5,1.0,0.0,1.0,1.0,0.0
368,0.0,37.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
369,0.0,29.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
370,1.0,25.0,1.0,1.0,30.0,0.0,0.0,1.0,1.0,0.0
371,1.0,45.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0,0.0
372,0.0,29.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
373,1.0,28.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
374,0.0,29.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
375,0.0,28.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
376,1.0,24.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
377,1.0,8.0,0.0,2.0,26.25,0.0,0.0,1.0,1.0,0.0
378,0.0,31.0,1.0,1.0,26.25,1.0,0.0,1.0,1.0,0.0
379,1.0,31.0,1.0,1.0,26.25,0.0,0.0,1.0,1.0,0.0
380,1.0,22.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
381,0.0,30.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
382,0.0,28.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0
383,0.0,21.0,0.0,0.0,11.5,1.0,0.0,1.0,1.0,0.0
384,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
385,1.0,8.0,1.0,1.0,36.75,1.0,0.0,1.0,1.0,0.0
386,0.0,18.0,0.0,0.0,73.5,1.0,0.0,1.0,1.0,0.0
387,1.0,48.0,0.0,2.0,36.75,0.0,0.0,1.0,1.0,0.0
388,1.0,28.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
389,0.0,32.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
390,0.0,17.0,0.0,0.0,73.5,1.0,0.0,1.0,1.0,0.0
391,0.0,29.0,1.0,0.0,27.7208,1.0,0.0,0.0,1.0,0.0
392,1.0,24.0,1.0,0.0,27.7208,0.0,0.0,0.0,1.0,0.0
393,0.0,25.0,0.0,0.0,31.5,1.0,0.0,1.0,1.0,0.0
394,0.0,18.0,0.0,0.0,73.5,1.0,0.0,1.0,1.0,0.0
395,1.0,18.0,0.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0
396,1.0,34.0,0.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0
397,0.0,54.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
398,1.0,8.0,0.0,2.0,32.5,1.0,0.0,1.0,1.0,0.0
399,0.0,42.0,1.0,1.0,32.5,1.0,0.0,1.0,1.0,0.0
400,1.0,34.0,1.0,1.0,32.5,0.0,0.0,1.0,1.0,0.0
401,1.0,27.0,1.0,0.0,13.8583,0.0,0.0,0.0,1.0,0.0
402,1.0,30.0,1.0,0.0,13.8583,0.0,0.0,0.0,1.0,0.0
403,0.0,23.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
404,0.0,21.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
405,0.0,18.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
406,0.0,40.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
407,1.0,29.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
408,0.0,18.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
409,0.0,36.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
410,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
411,0.0,38.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
412,0.0,35.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
413,0.0,38.0,1.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0
414,0.0,34.0,1.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0
415,1.0,34.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
416,0.0,16.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
417,0.0,26.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
418,0.0,47.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
419,0.0,21.0,1.0,0.0,11.5,1.0,0.0,1.0,1.0,0.0
420,0.0,21.0,1.0,0.0,11.5,1.0,0.0,1.0,1.0,0.0
421,0.0,24.0,0.0,0.0,13.5,1.0,0.0,1.0,1.0,0.0
422,0.0,24.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
423,0.0,34.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
424,0.0,30.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
425,0.0,52.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
426,0.0,30.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
427,1.0,0.6667,1.0,1.0,14.5,1.0,0.0,1.0,1.0,0.0
428,1.0,24.0,0.0,2.0,14.5,0.0,0.0,1.0,1.0,0.0
429,0.0,44.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
430,1.0,6.0,0.0,1.0,33.0,0.0,0.0,1.0,1.0,0.0
431,0.0,28.0,0.0,1.0,33.0,1.0,0.0,1.0,1.0,0.0
432,1.0,62.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
433,0.0,30.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
434,1.0,7.0,0.0,2.0,26.25,0.0,0.0,1.0,1.0,0.0
435,0.0,43.0,1.0,1.0,26.25,1.0,0.0,1.0,1.0,0.0
436,1.0,45.0,1.0,1.0,26.25,0.0,0.0,1.0,1.0,0.0
437,1.0,24.0,1.0,2.0,65.0,0.0,0.0,1.0,1.0,0.0
438,1.0,24.0,1.0,2.0,65.0,0.0,0.0,1.0,1.0,0.0
439,0.0,49.0,1.0,2.0,65.0,1.0,0.0,1.0,1.0,0.0
440,1.0,48.0,1.0,2.0,65.0,0.0,0.0,1.0,1.0,0.0
441,1.0,55.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0
442,0.0,24.0,2.0,0.0,73.5,1.0,0.0,1.0,1.0,0.0
443,0.0,32.0,2.0,0.0,73.5,1.0,0.0,1.0,1.0,0.0
444,0.0,21.0,2.0,0.0,73.5,1.0,0.0,1.0,1.0,0.0
445,0.0,18.0,1.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0
446,1.0,20.0,2.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0
447,0.0,23.0,2.0,1.0,11.5,1.0,0.0,1.0,1.0,0.0
448,0.0,36.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
449,1.0,54.0,1.0,3.0,23.0,0.0,0.0,1.0,1.0,0.0
450,0.0,50.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
451,0.0,44.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
452,1.0,29.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
453,0.0,21.0,0.0,0.0,73.5,1.0,0.0,1.0,1.0,0.0
454,1.0,42.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
455,0.0,63.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
456,0.0,60.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
457,0.0,33.0,0.0,0.0,12.275,1.0,0.0,1.0,1.0,0.0
458,1.0,17.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
459,0.0,42.0,1.0,0.0,27.0,1.0,0.0,1.0,1.0,0.0
460,1.0,24.0,2.0,1.0,27.0,0.0,0.0,1.0,1.0,0.0
461,0.0,47.0,0.0,0.0,15.0,1.0,0.0,1.0,1.0,0.0
462,0.0,24.0,2.0,0.0,31.5,1.0,0.0,1.0,1.0,0.0
463,0.0,22.0,2.0,0.0,31.5,1.0,0.0,1.0,1.0,0.0
464,0.0,32.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
465,1.0,23.0,0.0,0.0,13.7917,0.0,0.0,0.0,1.0,0.0
466,0.0,34.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
467,1.0,24.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
468,0.0,22.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0
469,1.0,28.0,0.0,0.0,12.35,0.0,1.0,0.0,1.0,0.0
470,0.0,35.0,0.0,0.0,12.35,1.0,1.0,0.0,1.0,0.0
471,1.0,45.0,0.0,0.0,13.5,0.0,0.0,1.0,1.0,0.0
472,0.0,57.0,0.0,0.0,12.35,1.0,1.0,0.0,1.0,0.0
473,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
474,0.0,31.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
475,0.0,26.0,1.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0
476,0.0,30.0,1.0,1.0,26.0,1.0,0.0,1.0,1.0,0.0
477,0.0,28.0,0.0,0.0,10.7083,1.0,1.0,0.0,1.0,0.0
478,1.0,1.0,1.0,2.0,41.5792,0.0,0.0,0.0,1.0,0.0
479,1.0,3.0,1.0,2.0,41.5792,0.0,0.0,0.0,1.0,0.0
480,0.0,25.0,1.0,2.0,41.5792,1.0,0.0,0.0,1.0,0.0
481,1.0,22.0,1.0,2.0,41.5792,0.0,0.0,0.0,1.0,0.0
482,1.0,17.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0
483,1.0,28.0,0.0,0.0,33.0,0.0,0.0,1.0,1.0,0.0
484,1.0,34.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
485,0.0,36.0,0.0,0.0,12.875,1.0,0.0,0.0,1.0,0.0
486,0.0,24.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
487,0.0,61.0,0.0,0.0,12.35,1.0,1.0,0.0,1.0,0.0
488,0.0,50.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
489,1.0,42.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
490,0.0,57.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
491,0.0,28.0,0.0,0.0,15.0458,1.0,0.0,0.0,1.0,0.0
492,1.0,1.0,0.0,2.0,37.0042,1.0,0.0,0.0,1.0,0.0
493,0.0,31.0,1.0,1.0,37.0042,1.0,0.0,0.0,1.0,0.0
494,1.0,24.0,1.0,1.0,37.0042,0.0,0.0,0.0,1.0,0.0
495,0.0,28.0,0.0,0.0,15.5792,1.0,0.0,0.0,1.0,0.0
496,0.0,30.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
497,0.0,40.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,0.0
498,0.0,32.0,0.0,0.0,13.5,1.0,0.0,1.0,1.0,0.0
499,0.0,30.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
500,0.0,46.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
501,1.0,13.0,0.0,1.0,19.5,0.0,0.0,1.0,1.0,0.0
502,1.0,41.0,0.0,1.0,19.5,0.0,0.0,1.0,1.0,0.0
503,1.0,19.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
504,0.0,39.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
505,0.0,48.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
506,0.0,70.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
507,0.0,27.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
508,0.0,54.0,0.0,0.0,14.0,1.0,0.0,1.0,1.0,0.0
509,0.0,39.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
510,0.0,16.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
511,0.0,62.0,0.0,0.0,9.6875,1.0,1.0,0.0,1.0,0.0
512,0.0,32.5,1.0,0.0,30.0708,1.0,0.0,0.0,1.0,0.0
513,1.0,14.0,1.0,0.0,30.0708,0.0,0.0,0.0,1.0,0.0
514,1.0,2.0,1.0,1.0,26.0,1.0,0.0,1.0,1.0,0.0
515,1.0,3.0,1.0,1.0,26.0,1.0,0.0,1.0,1.0,0.0
516,0.0,36.5,0.0,2.0,26.0,1.0,0.0,1.0,1.0,0.0
517,0.0,26.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
518,0.0,19.0,1.0,1.0,36.75,1.0,0.0,1.0,1.0,0.0
519,0.0,28.0,0.0,0.0,13.5,1.0,0.0,1.0,1.0,0.0
520,1.0,20.0,0.0,0.0,13.8625,1.0,0.0,0.0,1.0,0.0
521,1.0,29.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
522,0.0,39.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
523,1.0,22.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
524,1.0,28.0,0.0,0.0,13.8625,1.0,0.0,0.0,1.0,0.0
525,0.0,23.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
526,1.0,29.0,0.0,0.0,13.8583,1.0,0.0,0.0,1.0,0.0
527,0.0,28.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
528,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
529,1.0,50.0,0.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0
530,0.0,19.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
531,0.0,28.0,0.0,0.0,15.05,1.0,0.0,0.0,1.0,0.0
532,0.0,41.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
533,1.0,21.0,0.0,1.0,21.0,0.0,0.0,1.0,1.0,0.0
534,1.0,19.0,0.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
535,0.0,43.0,0.0,1.0,21.0,1.0,0.0,1.0,1.0,0.0
536,1.0,32.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
537,0.0,34.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
538,1.0,30.0,0.0,0.0,12.7375,1.0,0.0,0.0,1.0,0.0
539,0.0,27.0,0.0,0.0,15.0333,1.0,0.0,0.0,1.0,0.0
540,1.0,2.0,1.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0
541,1.0,8.0,1.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0
542,1.0,33.0,0.0,2.0,26.0,0.0,0.0,1.0,1.0,0.0
543,0.0,36.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
544,0.0,34.0,1.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0
545,1.0,30.0,3.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0
546,1.0,28.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
547,0.0,23.0,0.0,0.0,15.0458,1.0,0.0,0.0,1.0,0.0
548,1.0,0.8333,1.0,1.0,18.75,1.0,0.0,1.0,1.0,0.0
549,1.0,3.0,1.0,1.0,18.75,1.0,0.0,1.0,1.0,0.0
550,1.0,24.0,2.0,3.0,18.75,0.0,0.0,1.0,1.0,0.0
551,1.0,50.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
552,0.0,19.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
553,1.0,21.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
554,0.0,26.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
555,0.0,25.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
556,0.0,27.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
557,1.0,25.0,0.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0
558,1.0,18.0,0.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0
559,1.0,20.0,0.0,0.0,36.75,0.0,0.0,1.0,1.0,0.0
560,1.0,30.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
561,0.0,59.0,0.0,0.0,13.5,1.0,0.0,1.0,1.0,0.0
562,1.0,30.0,0.0,0.0,12.35,0.0,1.0,0.0,1.0,0.0
563,0.0,35.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
564,1.0,40.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
565,0.0,25.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
566,0.0,41.0,0.0,0.0,15.0458,1.0,0.0,0.0,1.0,0.0
567,0.0,25.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
568,0.0,18.5,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
569,0.0,14.0,0.0,0.0,65.0,1.0,0.0,1.0,1.0,0.0
570,1.0,50.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
571,0.0,23.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
572,1.0,28.0,0.0,0.0,12.65,0.0,0.0,1.0,1.0,0.0
573,1.0,27.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,0.0
574,0.0,29.0,1.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0
575,0.0,27.0,1.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0
576,0.0,40.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
577,1.0,31.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0
578,0.0,30.0,1.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0
579,0.0,23.0,1.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
580,1.0,31.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0
581,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
582,1.0,12.0,0.0,0.0,15.75,0.0,0.0,1.0,1.0,0.0
583,1.0,40.0,0.0,0.0,15.75,0.0,0.0,1.0,1.0,0.0
584,1.0,32.5,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
585,0.0,27.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0,0.0
586,1.0,29.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0
587,1.0,2.0,1.0,1.0,23.0,1.0,0.0,1.0,1.0,0.0
588,1.0,4.0,1.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0
589,1.0,29.0,0.0,2.0,23.0,0.0,0.0,1.0,1.0,0.0
590,1.0,0.9167,1.0,2.0,27.75,0.0,0.0,1.0,1.0,0.0
591,1.0,5.0,1.0,2.0,27.75,0.0,0.0,1.0,1.0,0.0
592,0.0,36.0,1.0,2.0,27.75,1.0,0.0,1.0,1.0,0.0
593,1.0,33.0,1.0,2.0,27.75,0.0,0.0,1.0,1.0,0.0
594,0.0,66.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0,0.0
595,0.0,28.0,0.0,0.0,12.875,1.0,0.0,1.0,1.0,0.0
596,1.0,31.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
597,1.0,28.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0
598,1.0,26.0,0.0,0.0,13.5,0.0,0.0,1.0,1.0,0.0
599,0.0,24.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0
600,0.0,42.0,0.0,0.0,7.55,1.0,0.0,1.0,0.0,1.0
601,0.0,13.0,0.0,2.0,20.25,1.0,0.0,1.0,0.0,1.0
602,0.0,16.0,1.0,1.0,20.25,1.0,0.0,1.0,0.0,1.0
603,1.0,35.0,1.0,1.0,20.25,0.0,0.0,1.0,0.0,1.0
604,1.0,16.0,0.0,0.0,7.65,0.0,0.0,1.0,0.0,1.0
605,1.0,25.0,0.0,0.0,7.65,1.0,0.0,1.0,0.0,1.0
606,1.0,20.0,0.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
607,1.0,18.0,0.0,0.0,7.2292,0.0,0.0,0.0,0.0,1.0
608,0.0,30.0,0.0,0.0,7.25,1.0,0.0,1.0,0.0,1.0
609,0.0,26.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
610,0.0,40.0,1.0,0.0,9.475,0.0,0.0,1.0,0.0,1.0
611,1.0,0.8333,0.0,1.0,9.35,1.0,0.0,1.0,0.0,1.0
612,1.0,18.0,0.0,1.0,9.35,0.0,0.0,1.0,0.0,1.0
613,1.0,26.0,0.0,0.0,18.7875,1.0,0.0,0.0,0.0,1.0
614,0.0,26.0,0.0,0.0,7.8875,1.0,0.0,1.0,0.0,1.0
615,0.0,20.0,0.0,0.0,7.925,1.0,0.0,1.0,0.0,1.0
616,0.0,24.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0,1.0
617,0.0,25.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0,1.0
618,0.0,35.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0,1.0
619,0.0,18.0,0.0,0.0,8.3,1.0,0.0,1.0,0.0,1.0
620,0.0,32.0,0.0,0.0,22.525,1.0,0.0,1.0,0.0,1.0
621,1.0,19.0,1.0,0.0,7.8542,0.0,0.0,1.0,0.0,1.0
622,0.0,4.0,4.0,2.0,31.275,1.0,0.0,1.0,0.0,1.0
623,0.0,6.0,4.0,2.0,31.275,0.0,0.0,1.0,0.0,1.0
624,0.0,2.0,4.0,2.0,31.275,0.0,0.0,1.0,0.0,1.0
625,1.0,17.0,4.0,2.0,7.925,0.0,0.0,1.0,0.0,1.0
626,0.0,38.0,4.0,2.0,7.775,0.0,0.0,1.0,0.0,1.0
627,0.0,9.0,4.0,2.0,31.275,0.0,0.0,1.0,0.0,1.0
628,0.0,11.0,4.0,2.0,31.275,0.0,0.0,1.0,0.0,1.0
629,0.0,39.0,1.0,5.0,31.275,1.0,0.0,1.0,0.0,1.0
630,1.0,27.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0,1.0
631,0.0,26.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
632,0.0,39.0,1.0,5.0,31.275,0.0,0.0,1.0,0.0,1.0
633,0.0,20.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
634,0.0,26.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0,1.0
635,0.0,25.0,1.0,0.0,17.8,1.0,0.0,1.0,0.0,1.0
636,0.0,18.0,1.0,0.0,17.8,0.0,0.0,1.0,0.0,1.0
637,0.0,24.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0,1.0
638,0.0,35.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0,1.0
639,0.0,5.0,4.0,2.0,31.3875,1.0,0.0,1.0,0.0,1.0
640,0.0,9.0,4.0,2.0,31.3875,1.0,0.0,1.0,0.0,1.0
641,1.0,3.0,4.0,2.0,31.3875,1.0,0.0,1.0,0.0,1.0
642,0.0,13.0,4.0,2.0,31.3875,1.0,0.0,1.0,0.0,1.0
643,1.0,5.0,4.0,2.0,31.3875,0.0,0.0,1.0,0.0,1.0
644,0.0,40.0,1.0,5.0,31.3875,1.0,0.0,1.0,0.0,1.0
645,1.0,23.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0,1.0
646,1.0,38.0,1.0,5.0,31.3875,0.0,0.0,1.0,0.0,1.0
647,1.0,45.0,0.0,0.0,7.225,0.0,0.0,0.0,0.0,1.0
648,0.0,21.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0,1.0
649,0.0,23.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0,1.0
650,0.0,17.0,0.0,0.0,14.4583,0.0,0.0,0.0,0.0,1.0
651,0.0,30.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0,1.0
652,0.0,23.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0,1.0
653,1.0,13.0,0.0,0.0,7.2292,0.0,0.0,0.0,0.0,1.0
654,0.0,20.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0,1.0
655,0.0,32.0,1.0,0.0,15.85,1.0,0.0,1.0,0.0,1.0
656,1.0,33.0,3.0,0.0,15.85,0.0,0.0,1.0,0.0,1.0
657,1.0,0.75,2.0,1.0,19.2583,0.0,0.0,0.0,0.0,1.0
658,1.0,0.75,2.0,1.0,19.2583,0.0,0.0,0.0,0.0,1.0
